"PROVINCE","DateName","tempC","Year"
"Agulhas","1950.01.16",22.3549778820717,1950
"Amsterdam-St Paul","1950.01.16",16.993472750594,1950
"Andaman","1950.01.16",27.656181109579,1950
"Arctic","1950.01.16",-1.01493933188368,1950
"Bay of Bengal","1950.01.16",25.4891177957708,1950
"Benguela","1950.01.16",20.2151958511536,1950
"Black Sea","1950.01.16",7.5074339489783,1950
"Central Indian Ocean Islands","1950.01.16",27.9061227178877,1950
"Central Polynesia","1950.01.16",28.0268466998369,1950
"Cold Temperate Northeast Pacific","1950.01.16",5.61445594685418,1950
"Cold Temperate Northwest Atlantic","1950.01.16",6.02418021546615,1950
"Cold Temperate Northwest Pacific","1950.01.16",3.13661760519807,1950
"Continental High Antarctic","1950.01.16",-0.340441673819441,1950
"East Central Australian Shelf","1950.01.16",24.62467757331,1950
"Easter Island","1950.01.16",24.2458596075735,1950
"Eastern Coral Triangle","1950.01.16",29.2219800608499,1950
"Galapagos","1950.01.16",24.0438521210576,1950
"Gulf of Guinea","1950.01.16",27.6905250892983,1950
"Hawaii","1950.01.16",23.3475685119629,1950
"Java Transitional","1950.01.16",27.9442545413971,1950
"Juan Fernandez and Desventuradas","1950.01.16",19.623645982077,1950
"Lord Howe and Norfolk Islands","1950.01.16",23.1310774298275,1950
"Lusitanian","1950.01.16",16.7858497088388,1950
"Magellanic","1950.01.16",10.6309593684638,1950
"Marquesas","1950.01.16",27.0548660716072,1950
"Marshall, Gilbert and Ellis Islands","1950.01.16",28.0234112267966,1950
"Mediterranean Sea","1950.01.16",15.6986910336977,1950
"North Brazil Shelf","1950.01.16",27.3165430253552,1950
"Northeast Australian Shelf","1950.01.16",27.9906777331704,1950
"Northern European Seas","1950.01.16",7.18141214330241,1950
"Northern New Zealand","1950.01.16",21.885927762304,1950
"Northwest Australian Shelf","1950.01.16",28.2849767030175,1950
"Red Sea and Gulf of Aden","1950.01.16",24.8465647555814,1950
"Sahul Shelf","1950.01.16",28.8850867659957,1950
"Scotia Sea","1950.01.16",1.31757051937404,1950
"Somali/Arabian","1950.01.16",23.7402381510348,1950
"South China Sea","1950.01.16",24.0714337619734,1950
"South Kuroshio","1950.01.16",23.0114618448111,1950
"Southeast Australian Shelf","1950.01.16",15.9715726046727,1950
"Southeast Polynesia","1950.01.16",26.7032476740499,1950
"Southern New Zealand","1950.01.16",16.2803179701866,1950
"Southwest Australian Shelf","1950.01.16",18.9603347238505,1950
"St. Helena and Ascension Islands","1950.01.16",24.2537788285149,1950
"Subantarctic Islands","1950.01.16",4.5538650267366,1950
"Subantarctic New Zealand","1950.01.16",11.2366868654887,1950
"Sunda Shelf","1950.01.16",26.7294458489669,1950
"Tristan Gough","1950.01.16",14.5199271381491,1950
"Tropical East Pacific","1950.01.16",25.7043346515422,1950
"Tropical Northwestern Atlantic","1950.01.16",25.3053177110441,1950
"Tropical Northwestern Pacific","1950.01.16",26.7776042938232,1950
"Tropical Southwestern Atlantic","1950.01.16",26.8523596150864,1950
"Tropical Southwestern Pacific","1950.01.16",27.489770725405,1950
"Warm Temperate Northeast Pacific","1950.01.16",17.3016509826367,1950
"Warm Temperate Northwest Atlantic","1950.01.16",22.3954211473465,1950
"Warm Temperate Northwest Pacific","1950.01.16",17.303554384332,1950
"Warm Temperate Southeastern Pacific","1950.01.16",20.1229412215097,1950
"Warm Temperate Southwestern Atlantic","1950.01.16",21.1846332723444,1950
"West African Transition","1950.01.16",23.0866384506226,1950
"West and South Indian Shelf","1950.01.16",26.2211942831675,1950
"West Central Australian Shelf","1950.01.16",23.0946557181222,1950
"Western Coral Triangle","1950.01.16",27.7736750883716,1950
"Western Indian Ocean","1950.01.16",27.3363047833713,1950
"Agulhas","1950.02.15",22.3349413937085,1950
"Amsterdam-St Paul","1950.02.15",17.5453839650968,1950
"Andaman","1950.02.15",27.8425032339598,1950
"Arctic","1950.02.15",-1.11787782741419,1950
"Bay of Bengal","1950.02.15",26.0453545396978,1950
"Benguela","1950.02.15",20.9737467478557,1950
"Black Sea","1950.02.15",7.19527024992051,1950
"Central Indian Ocean Islands","1950.02.15",27.9059077949281,1950
"Central Polynesia","1950.02.15",27.6085996383276,1950
"Cold Temperate Northeast Pacific","1950.02.15",4.92799338783537,1950
"Cold Temperate Northwest Atlantic","1950.02.15",4.80449649594356,1950
"Cold Temperate Northwest Pacific","1950.02.15",2.50427538305005,1950
"Continental High Antarctic","1950.02.15",-0.13694804283053,1950
"East Central Australian Shelf","1950.02.15",24.9581902398003,1950
"Easter Island","1950.02.15",25.1160562269149,1950
"Eastern Coral Triangle","1950.02.15",29.2219777039119,1950
"Galapagos","1950.02.15",25.2763536480111,1950
"Gulf of Guinea","1950.02.15",27.8202733821697,1950
"Hawaii","1950.02.15",23.0611665187738,1950
"Java Transitional","1950.02.15",28.366764609019,1950
"Juan Fernandez and Desventuradas","1950.02.15",20.2930087821428,1950
"Lord Howe and Norfolk Islands","1950.02.15",23.3692769162795,1950
"Lusitanian","1950.02.15",16.015332890837,1950
"Magellanic","1950.02.15",11.0265296003712,1950
"Marquesas","1950.02.15",27.2575897154261,1950
"Marshall, Gilbert and Ellis Islands","1950.02.15",27.608088681986,1950
"Mediterranean Sea","1950.02.15",15.1858332838331,1950
"North Brazil Shelf","1950.02.15",26.9591683213429,1950
"Northeast Australian Shelf","1950.02.15",28.3128236971403,1950
"Northern European Seas","1950.02.15",6.58603907557105,1950
"Northern New Zealand","1950.02.15",22.209447826658,1950
"Northwest Australian Shelf","1950.02.15",29.0870923568953,1950
"Red Sea and Gulf of Aden","1950.02.15",24.6796082789355,1950
"Sahul Shelf","1950.02.15",29.2431207444933,1950
"Scotia Sea","1950.02.15",1.72799244545034,1950
"Somali/Arabian","1950.02.15",23.4253944319648,1950
"South China Sea","1950.02.15",24.1266330671899,1950
"South Kuroshio","1950.02.15",22.8235691825112,1950
"Southeast Australian Shelf","1950.02.15",16.4414550847021,1950
"Southeast Polynesia","1950.02.15",27.1162188091586,1950
"Southern New Zealand","1950.02.15",16.1552849596704,1950
"Southwest Australian Shelf","1950.02.15",19.5690004780607,1950
"St. Helena and Ascension Islands","1950.02.15",25.5525606208377,1950
"Subantarctic Islands","1950.02.15",4.8135702283918,1950
"Subantarctic New Zealand","1950.02.15",11.049007420588,1950
"Sunda Shelf","1950.02.15",27.1539769724796,1950
"Tristan Gough","1950.02.15",14.6098564261257,1950
"Tropical East Pacific","1950.02.15",25.7922686978552,1950
"Tropical Northwestern Atlantic","1950.02.15",24.9438657900353,1950
"Tropical Northwestern Pacific","1950.02.15",26.4886348936293,1950
"Tropical Southwestern Atlantic","1950.02.15",27.370326295567,1950
"Tropical Southwestern Pacific","1950.02.15",27.8957084664866,1950
"Warm Temperate Northeast Pacific","1950.02.15",17.2444473138222,1950
"Warm Temperate Northwest Atlantic","1950.02.15",21.947986026605,1950
"Warm Temperate Northwest Pacific","1950.02.15",16.5917202081895,1950
"Warm Temperate Southeastern Pacific","1950.02.15",20.9526984351022,1950
"Warm Temperate Southwestern Atlantic","1950.02.15",22.78942267678,1950
"West African Transition","1950.02.15",21.7523885567983,1950
"West and South Indian Shelf","1950.02.15",26.3334014256795,1950
"West Central Australian Shelf","1950.02.15",24.132557623727,1950
"Western Coral Triangle","1950.02.15",27.8755356754575,1950
"Western Indian Ocean","1950.02.15",27.2610341162052,1950
"Agulhas","1950.03.16",22.5341758466747,1950
"Amsterdam-St Paul","1950.03.16",16.8814560494772,1950
"Andaman","1950.03.16",28.7544983688154,1950
"Arctic","1950.03.16",-1.13792954641336,1950
"Bay of Bengal","1950.03.16",27.5360274965113,1950
"Benguela","1950.03.16",20.7722379615508,1950
"Black Sea","1950.03.16",6.49732012902537,1950
"Central Indian Ocean Islands","1950.03.16",28.6023230947507,1950
"Central Polynesia","1950.03.16",27.733446981968,1950
"Cold Temperate Northeast Pacific","1950.03.16",5.34990196228027,1950
"Cold Temperate Northwest Atlantic","1950.03.16",4.12856533226895,1950
"Cold Temperate Northwest Pacific","1950.03.16",2.9172323974601,1950
"Continental High Antarctic","1950.03.16",-0.41586931174518,1950
"East Central Australian Shelf","1950.03.16",24.7285669962565,1950
"Easter Island","1950.03.16",24.4250281241632,1950
"Eastern Coral Triangle","1950.03.16",29.114745249067,1950
"Galapagos","1950.03.16",26.6972687680956,1950
"Gulf of Guinea","1950.03.16",28.279458260751,1950
"Hawaii","1950.03.16",23.2536609682262,1950
"Java Transitional","1950.03.16",28.7809147198995,1950
"Juan Fernandez and Desventuradas","1950.03.16",19.6688161007194,1950
"Lord Howe and Norfolk Islands","1950.03.16",23.2693611313315,1950
"Lusitanian","1950.03.16",16.1246805767085,1950
"Magellanic","1950.03.16",10.6337451667928,1950
"Marquesas","1950.03.16",27.5271556729176,1950
"Marshall, Gilbert and Ellis Islands","1950.03.16",27.8340622933356,1950
"Mediterranean Sea","1950.03.16",15.0775354961296,1950
"North Brazil Shelf","1950.03.16",27.0003724867298,1950
"Northeast Australian Shelf","1950.03.16",27.8859398992438,1950
"Northern European Seas","1950.03.16",6.44828570226453,1950
"Northern New Zealand","1950.03.16",21.8121824434825,1950
"Northwest Australian Shelf","1950.03.16",28.8732906740103,1950
"Red Sea and Gulf of Aden","1950.03.16",25.3891478056955,1950
"Sahul Shelf","1950.03.16",28.9814597518356,1950
"Scotia Sea","1950.03.16",1.56107700422223,1950
"Somali/Arabian","1950.03.16",24.7081734683063,1950
"South China Sea","1950.03.16",25.0515483338156,1950
"South Kuroshio","1950.03.16",23.2973404349862,1950
"Southeast Australian Shelf","1950.03.16",16.9517094595679,1950
"Southeast Polynesia","1950.03.16",27.1630688213533,1950
"Southern New Zealand","1950.03.16",15.6720138962506,1950
"Southwest Australian Shelf","1950.03.16",19.5881959807198,1950
"St. Helena and Ascension Islands","1950.03.16",26.2832736968994,1950
"Subantarctic Islands","1950.03.16",4.91513263855291,1950
"Subantarctic New Zealand","1950.03.16",10.3376297950745,1950
"Sunda Shelf","1950.03.16",28.0697670384457,1950
"Tristan Gough","1950.03.16",14.6068929823318,1950
"Tropical East Pacific","1950.03.16",26.0495443374781,1950
"Tropical Northwestern Atlantic","1950.03.16",25.0483146220336,1950
"Tropical Northwestern Pacific","1950.03.16",26.6183525806003,1950
"Tropical Southwestern Atlantic","1950.03.16",27.4625367703645,1950
"Tropical Southwestern Pacific","1950.03.16",27.6305676007328,1950
